Year,Jurisdiction,RaceEth,Gender,Mean,SE
2005,Rhode Island,Black,Female,249.57,3.61
2005,Rhode Island,Hispanic,Female,243.16,2.4499999999999997
2005,Rhode Island,Black,Male,247.94,3.2600000000000002
2005,Rhode Island,Hispanic,Male,243.88,2.44
2005,South Carolina,Black,All,262.58,1.26
2005,South Carolina,Hispanic,All,268.9,4.42
2005,South Carolina,Black,Female,264.92,1.43
2005,South Carolina,Hispanic,Female,NA,NA
2005,South Carolina,Black,Male,259.89,1.78
2005,South Carolina,Hispanic,Male,NA,NA
2005,South Dakota,Black,All,NA,NA
2005,South Dakota,Hispanic,All,NA,NA
2005,South Dakota,Black,Female,NA,NA
2005,South Dakota,Hispanic,Female,NA,NA
2005,South Dakota,Black,Male,NA,NA
2005,South Dakota,Hispanic,Male,NA,NA
2005,Tennessee,Black,All,246.13,1.84
2005,Tennessee,Hispanic,All,NA,NA
2005,Tennessee,Black,Female,248.1,2.3699999999999997
2005,Tennessee,Hispanic,Female,NA,NA
2005,Tennessee,Black,Male,244.05,2.09
2005,Tennessee,Hispanic,Male,NA,NA
2005,Texas,Black,All,263.6,1.7
2005,Texas,Hispanic,All,270.8,1.05
2005,Texas,Black,Female,262.3,2.3299999999999996
2005,Texas,Hispanic,Female,268.74,1.26
2005,Texas,Black,Male,264.92,1.8800000000000001
2005,Texas,Hispanic,Male,272.81,1.23
2005,Utah,Black,All,NA,NA
2005,Utah,Hispanic,All,255.4,2.3
2005,Utah,Black,Female,NA,NA
2005,Utah,Hispanic,Female,251.08,2.82
2005,Utah,Black,Male,NA,NA
2005,Utah,Hispanic,Male,260.04,3.54
2005,Vermont,Black,All,NA,NA
2005,Vermont,Hispanic,All,NA,NA
2005,Vermont,Black,Female,NA,NA
2005,Vermont,Hispanic,Female,NA,NA
2005,Vermont,Black,Male,NA,NA
2005,Vermont,Hispanic,Male,NA,NA
2005,Virginia,Black,All,262.68,1.46
2005,Virginia,Hispanic,All,269.98,3.27
2005,Virginia,Black,Female,263.5,2.13
2005,Virginia,Hispanic,Female,264.07,6.88
2005,Virginia,Black,Male,261.82,2.17
2005,Virginia,Hispanic,Male,274.64,4.3
2005,Washington,Black,All,265.4,4.7700000000000005
2005,Washington,Hispanic,All,262.3,2.74
2005,Washington,Black,Female,272.02,5.42
2005,Washington,Hispanic,Female,261.41,3.94
2005,Washington,Black,Male,NA,NA
2005,Washington,Hispanic,Male,263.04,3.57
2005,West Virginia,Black,All,251.39,4.18
2005,West Virginia,Hispanic,All,NA,NA
2005,West Virginia,Black,Female,NA,NA
2005,West Virginia,Hispanic,Female,NA,NA
2005,West Virginia,Black,Male,NA,NA
2005,West Virginia,Hispanic,Male,NA,NA
2005,Wisconsin,Black,All,246.04,3.94
2005,Wisconsin,Hispanic,All,265.38,3.55
2005,Wisconsin,Black,Female,248.66,4.37
2005,Wisconsin,Hispanic,Female,260.82,4.72
2005,Wisconsin,Black,Male,243.23,4.56
2005,Wisconsin,Hispanic,Male,270.37,5.22
2005,Wyoming,Black,All,NA,NA
2005,Wyoming,Hispanic,All,264.5,2.82
2005,Wyoming,Black,Female,NA,NA
2005,Wyoming,Hispanic,Female,263,3.9699999999999998
2005,Wyoming,Black,Male,NA,NA
2005,Wyoming,Hispanic,Male,266.01,4.07
2007,Alabama,Black,All,245.78,1.77
2007,Alabama,Hispanic,All,249.4,3.4699999999999998
2007,Alabama,Black,Female,247.61,1.8800000000000001
2007,Alabama,Hispanic,Female,NA,NA
2007,Alabama,Black,Male,243.93,2.34
2007,Alabama,Hispanic,Male,NA,NA
2007,Alaska,Black,All,271.28,2.96
2007,Alaska,Hispanic,All,274.4,3.38
2007,Alaska,Black,Female,NA,NA
2007,Alaska,Hispanic,Female,NA,NA
2007,Alaska,Black,Male,NA,NA
2007,Alaska,Hispanic,Male,278.04,4.42
2007,Arizona,Black,All,266.42,3.98
2007,Arizona,Hispanic,All,261.66,1.6300000000000001
2007,Arizona,Black,Female,265.86,4.21
2007,Arizona,Hispanic,Female,261.76,1.6800000000000002
2007,Arizona,Black,Male,NA,NA
2007,Arizona,Hispanic,Male,261.54,2.3099999999999996
2007,Arkansas,Black,All,253.89,1.85
2007,Arkansas,Hispanic,All,256.31,2.9699999999999998
2007,Arkansas,Black,Female,258.15,2.4499999999999997
2007,Arkansas,Hispanic,Female,254.76,4.1499999999999995
2007,Arkansas,Black,Male,249.1,2.88
2007,Arkansas,Hispanic,Male,257.96,4.88
2007,California,Black,All,252.58,2.07
2007,California,Hispanic,All,255.98,0.88
2007,California,Black,Female,255.76,2.62
2007,California,Hispanic,Female,255.57,1.27
2007,California,Black,Male,249.36,3.17
2007,California,Hispanic,Male,256.38,0.91
2007,Colorado,Black,All,271.77,2.05
2007,Colorado,Hispanic,All,263.97,1.32
2007,Colorado,Black,Female,274.31,3.25
2007,Colorado,Hispanic,Female,263.74,1.74
2007,Colorado,Black,Male,269.35,3.6
2007,Colorado,Hispanic,Male,264.19,1.87
2007,Connecticut,Black,All,254.95,2.52
2007,Connecticut,Hispanic,All,253.8,3.77
2007,Connecticut,Black,Female,256.69,3.4
2007,Connecticut,Hispanic,Female,256.97,4.07
2007,Connecticut,Black,Male,253.34,3.07
2007,Connecticut,Hispanic,Male,251.17,4.67
2007,Delaware,Black,All,264.85,1.12
2007,Delaware,Hispanic,All,266.98,2.34
2007,Delaware,Black,Female,265.08,1.79
2007,Delaware,Hispanic,Female,263.69,2.8299999999999996
2007,Delaware,Black,Male,264.61,1.37
2007,Delaware,Hispanic,Male,270.36,3.6
2007,District of Columbia,Black,All,245.47,0.91
2007,District of Columbia,Hispanic,All,250.88,2.96
2007,District of Columbia,Black,Female,245.95,1.2
2007,District of Columbia,Hispanic,Female,247.68,4.84
2007,District of Columbia,Black,Male,244.93,1.62
2007,District of Columbia,Hispanic,Male,254.53,4.9
2007,DoDEA,Black,All,271.86,2.11
2007,DoDEA,Hispanic,All,281.5,2.15
2007,DoDEA,Black,Female,274.29,2.74
2007,DoDEA,Hispanic,Female,282.14,3.08
2007,DoDEA,Black,Male,269,2.57
2007,DoDEA,Hispanic,Male,280.95,2.9
2007,Florida,Black,All,259.3,1.54
2007,Florida,Hispanic,All,270.29,1.84
2007,Florida,Black,Female,262.33,2.04
2007,Florida,Hispanic,Female,270.14,2.09
2007,Florida,Black,Male,256.13,1.93
2007,Florida,Hispanic,Male,270.43,2.4499999999999997
2007,Georgia,Black,All,261.06,1.1
2007,Georgia,Hispanic,All,265.82,3.8899999999999997
2007,Georgia,Black,Female,262.38,1.34
2007,Georgia,Hispanic,Female,262.21,3.7800000000000002
2007,Georgia,Black,Male,259.6,1.72
2007,Georgia,Hispanic,Male,268.53,5.01
2007,Hawaii,Black,All,NA,NA
2007,Hawaii,Hispanic,All,263.83,4.56
2007,Hawaii,Black,Female,NA,NA
2007,Hawaii,Hispanic,Female,NA,NA
2007,Hawaii,Black,Male,NA,NA
2007,Hawaii,Hispanic,Male,NA,NA
2007,Idaho,Black,All,NA,NA
2007,Idaho,Hispanic,All,263.93,2.29
2007,Idaho,Black,Female,NA,NA
2007,Idaho,Hispanic,Female,260.7,2.7
2007,Idaho,Black,Male,NA,NA
2007,Idaho,Hispanic,Male,267.46,3.4299999999999997
2007,Illinois,Black,All,252.75,1.83
2007,Illinois,Hispanic,All,265.09,1.6600000000000001
2007,Illinois,Black,Female,255.38,2.38
2007,Illinois,Hispanic,Female,264.65,1.8
2007,Illinois,Black,Male,249.92,2.27
2007,Illinois,Hispanic,Male,265.49,2.52
2007,Indiana,Black,All,258.74,2.3299999999999996
2007,Indiana,Hispanic,All,267.32,3.4099999999999997
2007,Indiana,Black,Female,260.95,3.06
2007,Indiana,Hispanic,Female,265.29,5.14
2007,Indiana,Black,Male,256.48,2.7
2007,Indiana,Hispanic,Male,268.87,4.109999999999999
2007,Iowa,Black,All,257.07,3.4899999999999998
2007,Iowa,Hispanic,All,260.85,3.6
2007,Iowa,Black,Female,258.99,4.659999999999999
2007,Iowa,Hispanic,Female,265.14,3.8699999999999997
2007,Iowa,Black,Male,NA,NA
2007,Iowa,Hispanic,Male,256.76,4.84
2007,Kansas,Black,All,266.87,3.02
2007,Kansas,Hispanic,All,268.61,2.7800000000000002
2007,Kansas,Black,Female,267.34,3.7600000000000002
2007,Kansas,Hispanic,Female,266.65,4.07
2007,Kansas,Black,Male,266.43,4.14
2007,Kansas,Hispanic,Male,270.33,3.05
2007,Kentucky,Black,All,256.89,2.72
2007,Kentucky,Hispanic,All,NA,NA
2007,Kentucky,Black,Female,257.98,3.54
2007,Kentucky,Hispanic,Female,NA,NA
2007,Kentucky,Black,Male,255.91,4.17
2007,Kentucky,Hispanic,Male,NA,NA
2007,Louisiana,Black,All,258.31,1.4
2007,Louisiana,Hispanic,All,NA,NA
2007,Louisiana,Black,Female,258.78,1.72
2007,Louisiana,Hispanic,Female,NA,NA
2007,Louisiana,Black,Male,257.78,1.6500000000000001
2007,Louisiana,Hispanic,Male,NA,NA
2007,Maine,Black,All,NA,NA
2007,Maine,Hispanic,All,NA,NA
2007,Maine,Black,Female,NA,NA
2007,Maine,Hispanic,Female,NA,NA
2007,Maine,Black,Male,NA,NA
2007,Maine,Hispanic,Male,NA,NA
2007,Maryland,Black,All,264.57,1.25
2007,Maryland,Hispanic,All,272.33,3
2007,Maryland,Black,Female,264.11,1.6700000000000002
2007,Maryland,Hispanic,Female,266.07,4.58
2007,Maryland,Black,Male,265.07,1.5
2007,Maryland,Hispanic,Male,277.86,2.84
2007,Massachusetts,Black,All,264.42,2.09
2007,Massachusetts,Hispanic,All,269.84,3.8
2007,Massachusetts,Black,Female,263.39,2.73
2007,Massachusetts,Hispanic,Female,266.98,4.930000000000001
2007,Massachusetts,Black,Male,265.35,2.8099999999999996
2007,Massachusetts,Hispanic,Male,272.96,3.19
2007,Michigan,Black,All,243.89,2.2
2007,Michigan,Hispanic,All,258.84,3.82
2007,Michigan,Black,Female,242.39,2.75
2007,Michigan,Hispanic,Female,NA,NA
2007,Michigan,Black,Male,245.48,2.61
2007,Michigan,Hispanic,Male,NA,NA
2007,Minnesota,Black,All,259.59,3.71
2007,Minnesota,Hispanic,All,268.65,3.8699999999999997
2007,Minnesota,Black,Female,260.98,3.74
2007,Minnesota,Hispanic,Female,NA,NA
2007,Minnesota,Black,Male,258.31,5.359999999999999
2007,Minnesota,Hispanic,Male,NA,NA
2007,Mississippi,Black,All,251.28,1.1300000000000001
2007,Mississippi,Hispanic,All,NA,NA
2007,Mississippi,Black,Female,252.41,1.1300000000000001
2007,Mississippi,Hispanic,Female,NA,NA
2007,Mississippi,Black,Male,249.89,1.49
2007,Mississippi,Hispanic,Male,NA,NA
2007,Missouri,Black,All,253.44,2.01
2007,Missouri,Hispanic,All,270.33,2.77
2007,Missouri,Black,Female,254.87,2.4499999999999997
2007,Missouri,Hispanic,Female,NA,NA
2007,Missouri,Black,Male,252.06,2.62
2007,Missouri,Hispanic,Male,NA,NA
2007,Montana,Black,All,NA,NA
2007,Montana,Hispanic,All,NA,NA
2007,Montana,Black,Female,NA,NA
2007,Montana,Hispanic,Female,NA,NA
2007,Montana,Black,Male,NA,NA
2007,Montana,Hispanic,Male,NA,NA
2007,National public,Black,All,258.89,0.41000000000000003
2007,National public,Hispanic,All,264.36,0.43000000000000005
2007,National public,Black,Female,259.81,0.59
2007,National public,Hispanic,Female,263.62,0.56
2007,National public,Black,Male,257.92,0.46
2007,National public,Hispanic,Male,265.07,0.53
2007,Nebraska,Black,All,239.84,2.7600000000000002
2007,Nebraska,Hispanic,All,261.38,2.2
2007,Nebraska,Black,Female,236.51,3.08
2007,Nebraska,Hispanic,Female,263.92,2.8699999999999997
2007,Nebraska,Black,Male,243.11,4.25
2007,Nebraska,Hispanic,Male,259.09,3.15
2007,Nevada,Black,All,255.45,3.53
2007,Nevada,Hispanic,All,256.91,1.21
2007,Nevada,Black,Female,256.28,4.359999999999999
2007,Nevada,Hispanic,Female,254.59,1.54
2007,Nevada,Black,Male,254.65,4.38
2007,Nevada,Hispanic,Male,259.17,1.92
2007,New Hampshire,Black,All,NA,NA
2007,New Hampshire,Hispanic,All,264.43,4.109999999999999
2007,New Hampshire,Black,Female,NA,NA
2007,New Hampshire,Hispanic,Female,NA,NA
2007,New Hampshire,Black,Male,NA,NA
2007,New Hampshire,Hispanic,Male,NA,NA
2007,New Jersey,Black,All,263.5,1.98
2007,New Jersey,Hispanic,All,271.13,2.06
2007,New Jersey,Black,Female,264.73,3.2600000000000002
2007,New Jersey,Hispanic,Female,272.99,2.3099999999999996
2007,New Jersey,Black,Male,262.16,2.17
2007,New Jersey,Hispanic,Male,269.51,2.71
2007,New Mexico,Black,All,264.07,2.9499999999999997
2007,New Mexico,Hispanic,All,260.2,1.08
2007,New Mexico,Black,Female,NA,NA
2007,New Mexico,Hispanic,Female,259.88,1.29
2007,New Mexico,Black,Male,NA,NA
2007,New Mexico,Hispanic,Male,260.48,1.56
2007,New York,Black,All,258.2,2.32
2007,New York,Hispanic,All,264.46,2.05
2007,New York,Black,Female,260.26,2.82
2007,New York,Hispanic,Female,265.07,2.82
2007,New York,Black,Male,256.1,2.55
2007,New York,Hispanic,Male,263.87,2.2600000000000002
2007,North Carolina,Black,All,265.68,1.55
2007,North Carolina,Hispanic,All,272.83,2.62
2007,North Carolina,Black,Female,264.83,1.74
2007,North Carolina,Hispanic,Female,275.63,3.3899999999999997
2007,North Carolina,Black,Male,266.62,2.02
2007,North Carolina,Hispanic,Male,270.44,3.74
2007,North Dakota,Black,All,NA,NA
2007,North Dakota,Hispanic,All,NA,NA
2007,North Dakota,Black,Female,NA,NA
2007,North Dakota,Hispanic,Female,NA,NA
2007,North Dakota,Black,Male,NA,NA
2007,North Dakota,Hispanic,Male,NA,NA
2007,Ohio,Black,All,257.81,2.19
2007,Ohio,Hispanic,All,275.79,5.83
2007,Ohio,Black,Female,257.31,2.52
2007,Ohio,Hispanic,Female,273.48,7.99
2007,Ohio,Black,Male,258.32,3.23
2007,Ohio,Hispanic,Male,278.77,7.25
2007,Oklahoma,Black,All,258.23,2.46
2007,Oklahoma,Hispanic,All,258.93,2.38
2007,Oklahoma,Black,Female,259.23,2.57
2007,Oklahoma,Hispanic,Female,260.16,3.52
2007,Oklahoma,Black,Male,256.99,4.1
2007,Oklahoma,Hispanic,Male,257.7,3.86
2007,Oregon,Black,All,272.35,5.119999999999999
2007,Oregon,Hispanic,All,261.02,2.44
2007,Oregon,Black,Female,NA,NA
2007,Oregon,Hispanic,Female,260.68,2.7
2007,Oregon,Black,Male,NA,NA
2007,Oregon,Hispanic,Male,261.33,3.42
2007,Pennsylvania,Black,All,256.97,2.34
2007,Pennsylvania,Hispanic,All,264.09,3.86
2007,Pennsylvania,Black,Female,253.44,2.8699999999999997
2007,Pennsylvania,Hispanic,Female,260.24,4.76
2007,Pennsylvania,Black,Male,260.34,3.2600000000000002
2007,Pennsylvania,Hispanic,Male,267.24,4.84
2007,Puerto Rico,Black,All,NA,NA
2007,Puerto Rico,Hispanic,All,NA,NA
2007,Puerto Rico,Black,Female,NA,NA
2007,Puerto Rico,Hispanic,Female,NA,NA
2007,Puerto Rico,Black,Male,NA,NA
2007,Puerto Rico,Hispanic,Male,NA,NA
2007,Rhode Island,Black,All,250.03,3.18
2007,Rhode Island,Hispanic,All,251.43,2
2007,Rhode Island,Black,Female,254.28,4.94
2007,Rhode Island,Hispanic,Female,251.33,2.66
2007,Rhode Island,Black,Male,246.36,3.72
2007,Rhode Island,Hispanic,Male,251.52,2.9299999999999997
2007,South Carolina,Black,All,265.31,1.26
2007,South Carolina,Hispanic,All,272.24,5.4
2007,South Carolina,Black,Female,266.41,1.85
2007,South Carolina,Hispanic,Female,NA,NA
2007,South Carolina,Black,Male,264.08,2.01
2007,South Carolina,Hispanic,Male,NA,NA
2007,South Dakota,Black,All,NA,NA
2007,South Dakota,Hispanic,All,268.89,5.75
2007,South Dakota,Black,Female,NA,NA
2007,South Dakota,Hispanic,Female,NA,NA
2007,South Dakota,Black,Male,NA,NA
2007,South Dakota,Hispanic,Male,NA,NA
2007,Tennessee,Black,All,253.98,1.6700000000000002
2007,Tennessee,Hispanic,All,264.25,2.3899999999999997
2007,Tennessee,Black,Female,253.45,2.03
2007,Tennessee,Hispanic,Female,NA,NA
2007,Tennessee,Black,Male,254.6,2.2
2007,Tennessee,Hispanic,Male,NA,NA
2007,Texas,Black,All,270.96,1.52
2007,Texas,Hispanic,All,277.03,0.97
2007,Texas,Black,Female,272.05,1.8900000000000001
2007,Texas,Hispanic,Female,274.96,1.11
2007,Texas,Black,Male,269.69,2.18
2007,Texas,Hispanic,Male,279.07,1.24
2007,Utah,Black,All,NA,NA
2007,Utah,Hispanic,All,255.6,2.24
2007,Utah,Black,Female,NA,NA
2007,Utah,Hispanic,Female,249.19,3.55
2007,Utah,Black,Male,NA,NA
2007,Utah,Hispanic,Male,260.19,3.25
2007,Vermont,Black,All,NA,NA
2007,Vermont,Hispanic,All,NA,NA
2007,Vermont,Black,Female,NA,NA
2007,Vermont,Hispanic,Female,NA,NA
2007,Vermont,Black,Male,NA,NA
2007,Vermont,Hispanic,Male,NA,NA
2007,Virginia,Black,All,268.28,1.42
2007,Virginia,Hispanic,All,275.28,3.66
2007,Virginia,Black,Female,266.78,1.99
2007,Virginia,Hispanic,Female,272.13,4.04
2007,Virginia,Black,Male,269.82,2.03
2007,Virginia,Hispanic,Male,277.87,4.470000000000001
2007,Washington,Black,All,264.3,5.09
2007,Washington,Hispanic,All,263.2,2.3
2007,Washington,Black,Female,259.16,6.18
2007,Washington,Hispanic,Female,264.79,2.66
2007,Washington,Black,Male,270.13,6.31
2007,Washington,Hispanic,Male,261.84,3.27
2007,West Virginia,Black,All,249.7,4.46
2007,West Virginia,Hispanic,All,NA,NA
2007,West Virginia,Black,Female,NA,NA
2007,West Virginia,Hispanic,Female,NA,NA
2007,West Virginia,Black,Male,NA,NA
2007,West Virginia,Hispanic,Male,NA,NA
2007,Wisconsin,Black,All,246.93,2.25
2007,Wisconsin,Hispanic,All,267.77,3.8699999999999997
2007,Wisconsin,Black,Female,250.03,3.29
2007,Wisconsin,Hispanic,Female,264.75,4.470000000000001
2007,Wisconsin,Black,Male,243.95,3.16
2007,Wisconsin,Hispanic,Male,271.65,5.9
2007,Wyoming,Black,All,NA,NA
2007,Wyoming,Hispanic,All,273.65,2.73
2007,Wyoming,Black,Female,NA,NA
2007,Wyoming,Hispanic,Female,268.98,4.38
2007,Wyoming,Black,Male,NA,NA
2007,Wyoming,Hispanic,Male,278.12,3.72
2009,Alabama,Black,All,248,1.97
2009,Alabama,Hispanic,All,259.92,3.57
2009,Alabama,Black,Female,248.47,2.52
2009,Alabama,Hispanic,Female,NA,NA
2009,Alabama,Black,Male,247.53,2.32
2009,Alabama,Hispanic,Male,NA,NA
2009,Alaska,Black,All,267.9,2.92
2009,Alaska,Hispanic,All,275.44,2.69
2009,Alaska,Black,Female,NA,NA
2009,Alaska,Hispanic,Female,270.91,3.8299999999999996
2009,Alaska,Black,Male,NA,NA
2009,Alaska,Hispanic,Male,279.74,4.03
2009,Arizona,Black,All,268.73,3.9699999999999998
2009,Arizona,Hispanic,All,265.22,1.28
2009,Arizona,Black,Female,270.02,4.67
2009,Arizona,Hispanic,Female,262.83,1.71
2009,Arizona,Black,Male,267.53,5.72
2009,Arizona,Hispanic,Male,267.58,1.77
2009,Arkansas,Black,All,250.51,2.07
2009,Arkansas,Hispanic,All,269.06,3.19
2009,Arkansas,Black,Female,253,2.4699999999999998
2009,Arkansas,Hispanic,Female,267.36,3.53
2009,Arkansas,Black,Male,247.83,2.82
2009,Arkansas,Hispanic,Male,270.79,4.22
2009,California,Black,All,250.17,2.4
2009,California,Hispanic,All,256.44,1.09
2009,California,Black,Female,249.87,4.119999999999999
2009,California,Hispanic,Female,254.95,1.6900000000000002
2009,California,Black,Male,250.44,3.88
2009,California,Hispanic,Male,257.97,1.46
2009,Colorado,Black,All,262.6,3.51
2009,Colorado,Hispanic,All,266.66,2.1
2009,Colorado,Black,Female,264.89,4.3
2009,Colorado,Hispanic,Female,262.05,2.29
2009,Colorado,Black,Male,260.14,4.76
2009,Colorado,Hispanic,Male,271.27,2.68
2009,Connecticut,Black,All,261.02,3.04
2009,Connecticut,Hispanic,All,263.4,1.87
2009,Connecticut,Black,Female,263.23,3.07
2009,Connecticut,Hispanic,Female,261.33,2.22
2009,Connecticut,Black,Male,258.98,4.02
2009,Connecticut,Hispanic,Male,265.33,2.55
2009,Delaware,Black,All,267.05,0.98
2009,Delaware,Hispanic,All,277.56,1.62
2009,Delaware,Black,Female,268.09,1.34
2009,Delaware,Hispanic,Female,276.25,2.19
2009,Delaware,Black,Male,266.03,1.54
2009,Delaware,Hispanic,Male,278.86,2.8099999999999996
2009,District of Columbia,Black,All,249.06,0.91
2009,District of Columbia,Hispanic,All,265.42,3.8299999999999996
2009,District of Columbia,Black,Female,251.23,1.3800000000000001
2009,District of Columbia,Hispanic,Female,262.99,5.64
2009,District of Columbia,Black,Male,246.68,1.33
2009,District of Columbia,Hispanic,Male,268.41,5.1499999999999995
2009,DoDEA,Black,All,268.63,1.92
2009,DoDEA,Hispanic,All,280.53,2.12
2009,DoDEA,Black,Female,270.15,2.79
2009,DoDEA,Hispanic,Female,278.07,2.82
2009,DoDEA,Black,Male,266.9,3.23
2009,DoDEA,Hispanic,Male,282.59,2.88
2009,Florida,Black,All,263.57,1.86
2009,Florida,Hispanic,All,273.97,1.47
2009,Florida,Black,Female,263.17,2.29
2009,Florida,Hispanic,Female,273.7,1.9
2009,Florida,Black,Male,263.98,2.59
2009,Florida,Hispanic,Male,274.27,1.97
2009,Georgia,Black,All,262.48,1.1900000000000002
2009,Georgia,Hispanic,All,270.31,2.11
2009,Georgia,Black,Female,265.69,1.31
2009,Georgia,Hispanic,Female,272.52,3.3499999999999996
2009,Georgia,Black,Male,259.01,1.85
2009,Georgia,Hispanic,Male,268.34,2.3099999999999996
2009,Hawaii,Black,All,271.01,4.6899999999999995
2009,Hawaii,Hispanic,All,276.15,4.79
2009,Hawaii,Black,Female,NA,NA
2009,Hawaii,Hispanic,Female,NA,NA
2009,Hawaii,Black,Male,NA,NA
2009,Hawaii,Hispanic,Male,NA,NA
2009,Idaho,Black,All,NA,NA
2009,Idaho,Hispanic,All,264.12,1.73
2009,Idaho,Black,Female,NA,NA
2009,Idaho,Hispanic,Female,261.71,2.58
2009,Idaho,Black,Male,NA,NA
2009,Idaho,Hispanic,Male,266.55,2.72
2009,Illinois,Black,All,254.67,1.6600000000000001
2009,Illinois,Hispanic,All,268.65,1.6600000000000001
2009,Illinois,Black,Female,253.71,2.29
2009,Illinois,Hispanic,Female,265.56,2.24
2009,Illinois,Black,Male,255.61,1.74
2009,Illinois,Hispanic,Male,271.79,2.4
2009,Indiana,Black,All,266.05,3.12
2009,Indiana,Hispanic,All,272.8,3.09
2009,Indiana,Black,Female,263.15,3.9299999999999997
2009,Indiana,Hispanic,Female,270.17,4.109999999999999
2009,Indiana,Black,Male,269.53,3.22
2009,Indiana,Hispanic,Male,275.4,3.9899999999999998
2009,Iowa,Black,All,259.28,3.14
2009,Iowa,Hispanic,All,266.06,2.3899999999999997
2009,Iowa,Black,Female,NA,NA
2009,Iowa,Hispanic,Female,267.52,3.82
2009,Iowa,Black,Male,259.06,4.44
2009,Iowa,Hispanic,Male,264.64,3.11
2009,Kansas,Black,All,264.09,2.7
2009,Kansas,Hispanic,All,273.93,2.51
2009,Kansas,Black,Female,265.86,3.23
2009,Kansas,Hispanic,Female,273.98,2.74
2009,Kansas,Black,Male,262.19,3.59
2009,Kansas,Hispanic,Male,273.87,4.07
2009,Kentucky,Black,All,257.73,1.54
2009,Kentucky,Hispanic,All,271.7,4.26
2009,Kentucky,Black,Female,259.29,2.3899999999999997
2009,Kentucky,Hispanic,Female,NA,NA
2009,Kentucky,Black,Male,255.89,2.2800000000000002
2009,Kentucky,Hispanic,Male,277.7,6.05
2009,Louisiana,Black,All,256.7,1.28
2009,Louisiana,Hispanic,All,NA,NA
2009,Louisiana,Black,Female,258.85,1.6400000000000001
2009,Louisiana,Hispanic,Female,NA,NA
2009,Louisiana,Black,Male,254.21,1.79
2009,Louisiana,Hispanic,Male,NA,NA
2009,Maine,Black,All,260.5,4.58
2009,Maine,Hispanic,All,NA,NA
2009,Maine,Black,Female,NA,NA
2009,Maine,Hispanic,Female,NA,NA
2009,Maine,Black,Male,NA,NA
2009,Maine,Hispanic,Male,NA,NA
2009,Maryland,Black,All,265.75,1.37
2009,Maryland,Hispanic,All,274.85,2.17
2009,Maryland,Black,Female,265.9,1.5
2009,Maryland,Hispanic,Female,277.93,3.4499999999999997
2009,Maryland,Black,Male,265.57,2.08
2009,Maryland,Hispanic,Male,272.3,3.11
2009,Massachusetts,Black,All,271.86,2.38
2009,Massachusetts,Hispanic,All,271.08,3.54
2009,Massachusetts,Black,Female,270.1,3.4299999999999997
2009,Massachusetts,Hispanic,Female,273.72,3.66
2009,Massachusetts,Black,Male,273.9,3.21
2009,Massachusetts,Hispanic,Male,268.47,4.25
2009,Michigan,Black,All,245.83,2.05
2009,Michigan,Hispanic,All,269.49,4.09
2009,Michigan,Black,Female,245.13,2.65
2009,Michigan,Hispanic,Female,266.13,5.1499999999999995
2009,Michigan,Black,Male,246.52,2.5
2009,Michigan,Hispanic,Male,272.48,5.2700000000000005
2009,Minnesota,Black,All,263.62,2.92
2009,Minnesota,Hispanic,All,268.96,3.22
2009,Minnesota,Black,Female,261.55,3.13
2009,Minnesota,Hispanic,Female,265.96,3.2800000000000002
2009,Minnesota,Black,Male,265.58,4.13
2009,Minnesota,Hispanic,Male,272.06,5.25
2009,Mississippi,Black,All,250.99,1.05
2009,Mississippi,Hispanic,All,NA,NA
2009,Mississippi,Black,Female,251.79,1.46
2009,Mississippi,Hispanic,Female,NA,NA
2009,Mississippi,Black,Male,250.14,1.4
2009,Mississippi,Hispanic,Male,NA,NA
2009,Missouri,Black,All,259.65,2.44
2009,Missouri,Hispanic,All,283.92,4.09
2009,Missouri,Black,Female,262.18,3.3499999999999996
2009,Missouri,Hispanic,Female,NA,NA
2009,Missouri,Black,Male,257.34,2.72
2009,Missouri,Hispanic,Male,NA,NA
2009,Montana,Black,All,NA,NA
2009,Montana,Hispanic,All,278.39,5.57
2009,Montana,Black,Female,NA,NA
2009,Montana,Hispanic,Female,NA,NA
2009,Montana,Black,Male,NA,NA
2009,Montana,Hispanic,Male,NA,NA
2009,National public,Black,All,260.27,0.44
2009,National public,Hispanic,All,265.9,0.6
2009,National public,Black,Female,261.14,0.51
2009,National public,Hispanic,Female,264.44,0.8700000000000001
2009,National public,Black,Male,259.38,0.6
2009,National public,Hispanic,Male,267.36,0.64
2009,Nebraska,Black,All,252.83,2.64
2009,Nebraska,Hispanic,All,262.04,2.15
2009,Nebraska,Black,Female,253.82,3.84
2009,Nebraska,Hispanic,Female,261.04,3.01
2009,Nebraska,Black,Male,251.91,3.23
2009,Nebraska,Hispanic,Male,262.94,2.71
2009,Nevada,Black,All,255.62,2.02
2009,Nevada,Hispanic,All,261.69,1.3800000000000001
2009,Nevada,Black,Female,259.21,3.09
2009,Nevada,Hispanic,Female,259.55,1.6900000000000002
2009,Nevada,Black,Male,252.42,3.1
2009,Nevada,Hispanic,Male,263.82,2.08
2009,New Hampshire,Black,All,NA,NA
2009,New Hampshire,Hispanic,All,270.08,5.06
2009,New Hampshire,Black,Female,NA,NA
2009,New Hampshire,Hispanic,Female,NA,NA
2009,New Hampshire,Black,Male,NA,NA
2009,New Hampshire,Hispanic,Male,NA,NA
2009,New Jersey,Black,All,267.17,2.58
2009,New Jersey,Hispanic,All,271.75,2.82
